rank,word,part_of_speech,meaning,sentence_example_polish,english_translation,source_reference
1805,pomyślałam,,,,,https://en.wiktionary.org/wiki/pomy%C5%9Bla%C5%82am
1806,przyszła,,,,,https://en.wiktionary.org/wiki/przysz%C5%82a
1807,strach,noun,fear,,,https://en.wiktionary.org/wiki/strach
1808,zrobiliśmy,,,,,https://en.wiktionary.org/wiki/zrobili%C5%9Bmy
1809,rozmowę,,,,,https://en.wiktionary.org/wiki/rozmow%C4%99
1810,liście,,,,,https://en.wiktionary.org/wiki/li%C5%9Bcie
1811,lekarzem,noun,,,,https://en.wiktionary.org/wiki/lekarzem
1812,forsę,,,,,https://en.wiktionary.org/wiki/fors%C4%99
1813,in,,,,,https://en.wiktionary.org/wiki/in
1814,wracamy,verb,,,,https://en.wiktionary.org/wiki/wracamy
1815,bronią,,,,,https://en.wiktionary.org/wiki/broni%C4%85
1816,zaczęło,,,,,https://en.wiktionary.org/wiki/zacz%C4%99%C5%82o
1817,wsiadaj,verb,,,,https://en.wiktionary.org/wiki/wsiadaj
1818,dupek,noun,asshole,,,https://en.wiktionary.org/wiki/dupek
1819,sprawia,verb,,,,https://en.wiktionary.org/wiki/sprawia
1820,it,,,,,https://en.wiktionary.org/wiki/it
1821,interesuje,verb,,,,https://en.wiktionary.org/wiki/interesuje
1822,stracić,,,,,https://en.wiktionary.org/wiki/straci%C4%87
1823,powiedzmy,particle,"let's say; for example, for instance, say",,,https://en.wiktionary.org/wiki/powiedzmy
1824,chłopca,,,,,https://en.wiktionary.org/wiki/ch%C5%82opca
1825,szkodzi,verb,,,,https://en.wiktionary.org/wiki/szkodzi
1826,potrzebne,,,,,https://en.wiktionary.org/wiki/potrzebne
1827,zmienia,verb,,,,https://en.wiktionary.org/wiki/zmienia
1828,pociąg,,,,,https://en.wiktionary.org/wiki/poci%C4%85g
1829,państwo,,,,,https://en.wiktionary.org/wiki/pa%C5%84stwo
1830,dniu,noun,,,,https://en.wiktionary.org/wiki/dniu
1831,przypadek,noun,"chance, accident; coincidence",,,https://en.wiktionary.org/wiki/przypadek
1832,zaczynam,verb,,,,https://en.wiktionary.org/wiki/zaczynam
1833,najlepsza,adjective,,,,https://en.wiktionary.org/wiki/najlepsza
1834,skończyłem,,,,,https://en.wiktionary.org/wiki/sko%C5%84czy%C5%82em
1835,odzyskać,,,,,https://en.wiktionary.org/wiki/odzyska%C4%87
1836,czuć,,,,,https://en.wiktionary.org/wiki/czu%C4%87
1837,milion,noun,million,,,https://en.wiktionary.org/wiki/milion
1838,problemów,,,,,https://en.wiktionary.org/wiki/problem%C3%B3w
1839,rękach,,,,,https://en.wiktionary.org/wiki/r%C4%99kach
1840,poszła,,,,,https://en.wiktionary.org/wiki/posz%C5%82a
1841,wspaniała,,,,,https://en.wiktionary.org/wiki/wspania%C5%82a
1842,umiera,verb,,,,https://en.wiktionary.org/wiki/umiera
1843,zamknięte,,,,,https://en.wiktionary.org/wiki/zamkni%C4%99te
1844,myślicie,,,,,https://en.wiktionary.org/wiki/my%C5%9Blicie
1845,ładny,,,,,https://en.wiktionary.org/wiki/%C5%82adny
1846,alarm,noun,,,,https://en.wiktionary.org/wiki/alarm
1847,żył,,,,,https://en.wiktionary.org/wiki/%C5%BCy%C5%82
1848,rodzaj,noun,"kind, type",,,https://en.wiktionary.org/wiki/rodzaj
1849,znaczyć,,,,,https://en.wiktionary.org/wiki/znaczy%C4%87
1850,wysłać,,,,,https://en.wiktionary.org/wiki/wys%C5%82a%C4%87
1851,momencie,noun,,,,https://en.wiktionary.org/wiki/momencie
1852,pory,noun,,,,https://en.wiktionary.org/wiki/pory
1853,przypadku,noun,,,,https://en.wiktionary.org/wiki/przypadku
1854,wybrać,,,,,https://en.wiktionary.org/wiki/wybra%C4%87
1855,wynocha,interjection,"get out!, out!, beat it!, begone!",,,https://en.wiktionary.org/wiki/wynocha
1856,własnej,,,,,https://en.wiktionary.org/wiki/w%C5%82asnej
1857,iż,,,,,https://en.wiktionary.org/wiki/i%C5%BC
1858,rozmowy,noun,,,,https://en.wiktionary.org/wiki/rozmowy
1859,abym,conjunction,,,,https://en.wiktionary.org/wiki/abym
1860,operacji,noun,,,,https://en.wiktionary.org/wiki/operacji
1861,jedziesz,verb,,,,https://en.wiktionary.org/wiki/jedziesz
1862,gadać,,,,,https://en.wiktionary.org/wiki/gada%C4%87
1863,jakość,,,,,https://en.wiktionary.org/wiki/jako%C5%9B%C4%87
1864,kotku,noun,,,,https://en.wiktionary.org/wiki/kotku
1865,dupku,noun,,,,https://en.wiktionary.org/wiki/dupku
1866,facetów,,,,,https://en.wiktionary.org/wiki/facet%C3%B3w
1867,czekajcie,verb,,,,https://en.wiktionary.org/wiki/czekajcie
1868,biegnij,verb,,,,https://en.wiktionary.org/wiki/biegnij
1869,obu,numeral,,,,https://en.wiktionary.org/wiki/obu
1870,decyzję,,,,,https://en.wiktionary.org/wiki/decyzj%C4%99
1871,waszej,pronoun,,,,https://en.wiktionary.org/wiki/waszej
1872,steve,,,,,https://en.wiktionary.org/wiki/steve
1873,drugiego,adjective,,,,https://en.wiktionary.org/wiki/drugiego
1874,szaleństwo,,,,,https://en.wiktionary.org/wiki/szale%C5%84stwo
1875,Jerry,,,,,https://en.wiktionary.org/wiki/Jerry
1876,język,,,,,https://en.wiktionary.org/wiki/j%C4%99zyk
1877,lubią,,,,,https://en.wiktionary.org/wiki/lubi%C4%85
1878,obudź,,,,,https://en.wiktionary.org/wiki/obud%C5%BA
1879,gówna,,,,,https://en.wiktionary.org/wiki/g%C3%B3wna
1880,wygrać,,,,,https://en.wiktionary.org/wiki/wygra%C4%87
1881,spróbuję,,,,,https://en.wiktionary.org/wiki/spr%C3%B3buj%C4%99
1882,przyszedłeś,,,,,https://en.wiktionary.org/wiki/przyszed%C5%82e%C5%9B
1883,wiec,noun,"gathering, rally",,,https://en.wiktionary.org/wiki/wiec
1884,leo,,,,,https://en.wiktionary.org/wiki/leo
1885,względu,,,,,https://en.wiktionary.org/wiki/wzgl%C4%99du
1886,odnaleźć,,,,,https://en.wiktionary.org/wiki/odnale%C5%BA%C4%87
1887,układ,,,,,https://en.wiktionary.org/wiki/uk%C5%82ad
1888,sens,noun,sense,,,https://en.wiktionary.org/wiki/sens
1889,psy,noun,,,,https://en.wiktionary.org/wiki/psy
1890,oczach,noun,,,,https://en.wiktionary.org/wiki/oczach
1891,śmiercią,,,,,https://en.wiktionary.org/wiki/%C5%9Bmierci%C4%85
1892,uciekł,,,,,https://en.wiktionary.org/wiki/uciek%C5%82
1893,zaufać,,,,,https://en.wiktionary.org/wiki/zaufa%C4%87
1894,czasy,noun,,,,https://en.wiktionary.org/wiki/czasy
1895,ruszamy,verb,,,,https://en.wiktionary.org/wiki/ruszamy
1896,zabiorę,,,,,https://en.wiktionary.org/wiki/zabior%C4%99
1897,bycie,noun,being,,,https://en.wiktionary.org/wiki/bycie
1898,interesy,noun,,,,https://en.wiktionary.org/wiki/interesy
1899,oczu,noun,,,,https://en.wiktionary.org/wiki/oczu
1900,szans,noun,,,,https://en.wiktionary.org/wiki/szans
1901,nazywają,,,,,https://en.wiktionary.org/wiki/nazywaj%C4%85
1902,wyniki,noun,,,,https://en.wiktionary.org/wiki/wyniki
1903,miliony,noun,,,,https://en.wiktionary.org/wiki/miliony
1904,miła,,,,,https://en.wiktionary.org/wiki/mi%C5%82a
1905,wątpię,,,,,https://en.wiktionary.org/wiki/w%C4%85tpi%C4%99
1906,nieba,noun,,,,https://en.wiktionary.org/wiki/nieba
1907,inna,pronoun,,,,https://en.wiktionary.org/wiki/inna
1908,sukinsyn,noun,"son of a bitch, motherfucker",,,https://en.wiktionary.org/wiki/sukinsyn
1909,południe,,,,,https://en.wiktionary.org/wiki/po%C5%82udnie
1910,armii,noun,,,,https://en.wiktionary.org/wiki/armii
1911,bawić,,,,,https://en.wiktionary.org/wiki/bawi%C4%87
1912,zazwyczaj,particle,"as a rule, at large, commonly, generally, in general, mostly, usually",,,https://en.wiktionary.org/wiki/zazwyczaj
1913,wydarzyło,,,,,https://en.wiktionary.org/wiki/wydarzy%C5%82o
1914,punkt,noun,point,,,https://en.wiktionary.org/wiki/punkt
1915,dostałeś,,,,,https://en.wiktionary.org/wiki/dosta%C5%82e%C5%9B
1916,pozwoli,verb,,,,https://en.wiktionary.org/wiki/pozwoli
1917,następnego,,,,,https://en.wiktionary.org/wiki/nast%C4%99pnego
1918,zdecydowanie,adverb,"certainly, definitely",,,https://en.wiktionary.org/wiki/zdecydowanie
1919,mówili,,,,,https://en.wiktionary.org/wiki/m%C3%B3wili
1920,prowadzić,,,,,https://en.wiktionary.org/wiki/prowadzi%C4%87
1921,stop,noun,alloy,,,https://en.wiktionary.org/wiki/stop
1922,oglądać,,,,,https://en.wiktionary.org/wiki/ogl%C4%85da%C4%87
1923,woli,adjective,ox,,,https://en.wiktionary.org/wiki/woli
1924,kłopotów,,,,,https://en.wiktionary.org/wiki/k%C5%82opot%C3%B3w
1925,ziemia,noun,earth,,,https://en.wiktionary.org/wiki/ziemia
1926,innej,pronoun,,,,https://en.wiktionary.org/wiki/innej
1927,dziećmi,,,,,https://en.wiktionary.org/wiki/dzie%C4%87mi
1928,sto,numeral,hundred,,,https://en.wiktionary.org/wiki/sto
1929,indziej,particle,,,,https://en.wiktionary.org/wiki/indziej
1930,bratem,noun,,,,https://en.wiktionary.org/wiki/bratem
1931,daleka,adjective,,,,https://en.wiktionary.org/wiki/daleka
1932,szanse,noun,,,,https://en.wiktionary.org/wiki/szanse
1933,dzwoni,verb,,,,https://en.wiktionary.org/wiki/dzwoni
1934,widzieliśmy,,,,,https://en.wiktionary.org/wiki/widzieli%C5%9Bmy
1935,van,noun,,,,https://en.wiktionary.org/wiki/van
1936,budynek,noun,building,,,https://en.wiktionary.org/wiki/budynek
1937,synchro,,,,,https://en.wiktionary.org/wiki/synchro
1938,bierze,verb,,,,https://en.wiktionary.org/wiki/bierze
1939,warto,verb,it is worth,,,https://en.wiktionary.org/wiki/warto
1940,musze,noun,,,,https://en.wiktionary.org/wiki/musze
1941,umysł,,,,,https://en.wiktionary.org/wiki/umys%C5%82
1942,mego,pronoun,,,,https://en.wiktionary.org/wiki/mego
1943,detektyw,noun,detective,,,https://en.wiktionary.org/wiki/detektyw
1944,każde,,,,,https://en.wiktionary.org/wiki/ka%C5%BCde
1945,konia,noun,,,,https://en.wiktionary.org/wiki/konia
1946,zmiany,noun,,,,https://en.wiktionary.org/wiki/zmiany
1947,różnica,,,,,https://en.wiktionary.org/wiki/r%C3%B3%C5%BCnica
1948,robiłem,,,,,https://en.wiktionary.org/wiki/robi%C5%82em
1949,długi,,,,,https://en.wiktionary.org/wiki/d%C5%82ugi
1950,listę,,,,,https://en.wiktionary.org/wiki/list%C4%99
1951,hmm,interjection,,,,https://en.wiktionary.org/wiki/hmm
1952,duża,,,,,https://en.wiktionary.org/wiki/du%C5%BCa
1953,pomaga,verb,,,,https://en.wiktionary.org/wiki/pomaga
1954,własnego,,,,,https://en.wiktionary.org/wiki/w%C5%82asnego
1955,musiałam,,,,,https://en.wiktionary.org/wiki/musia%C5%82am
1956,wujek,noun,maternal uncle,,,https://en.wiktionary.org/wiki/wujek
1957,nóż,,,,,https://en.wiktionary.org/wiki/n%C3%B3%C5%BC
1958,żadna,,,,,https://en.wiktionary.org/wiki/%C5%BCadna
1959,państwa,,,,,https://en.wiktionary.org/wiki/pa%C5%84stwa
1960,niektóre,,,,,https://en.wiktionary.org/wiki/niekt%C3%B3re
1961,podziękować,,,,,https://en.wiktionary.org/wiki/podzi%C4%99kowa%C4%87
1962,nadchodzi,verb,,,,https://en.wiktionary.org/wiki/nadchodzi
1963,żyję,,,,,https://en.wiktionary.org/wiki/%C5%BCyj%C4%99
1964,tamtej,pronoun,,,,https://en.wiktionary.org/wiki/tamtej
1965,zostali,verb,,,,https://en.wiktionary.org/wiki/zostali
1966,cholernie,adverb,"bloody, blooming, damn, as hell",,,https://en.wiktionary.org/wiki/cholernie
1967,larry,,,,,https://en.wiktionary.org/wiki/larry
1968,radio,noun,,,,https://en.wiktionary.org/wiki/radio
1969,bólu,,,,,https://en.wiktionary.org/wiki/b%C3%B3lu
1970,ha,interjection,!,,,https://en.wiktionary.org/wiki/ha
1971,walka,noun,"battle, combat, fight",,,https://en.wiktionary.org/wiki/walka
1972,zabierzcie,verb,,,,https://en.wiktionary.org/wiki/zabierzcie
1973,zniknął,,,,,https://en.wiktionary.org/wiki/znikn%C4%85%C5%82
1974,wiedzieli,verb,,,,https://en.wiktionary.org/wiki/wiedzieli
1975,chciałaś,,,,,https://en.wiktionary.org/wiki/chcia%C5%82a%C5%9B
1976,doktora,noun,,,,https://en.wiktionary.org/wiki/doktora
1977,prawdziwym,adjective,,,,https://en.wiktionary.org/wiki/prawdziwym
1978,wyglądać,,,,,https://en.wiktionary.org/wiki/wygl%C4%85da%C4%87
1979,przekonać,,,,,https://en.wiktionary.org/wiki/przekona%C4%87
1980,pytam,verb,,,,https://en.wiktionary.org/wiki/pytam
1981,wyluzuj,verb,,,,https://en.wiktionary.org/wiki/wyluzuj
1982,dowie,verb,,,,https://en.wiktionary.org/wiki/dowie
1983,trwa,verb,,,,https://en.wiktionary.org/wiki/trwa
1984,znajduje,verb,,,,https://en.wiktionary.org/wiki/znajduje
1985,poznałem,,,,,https://en.wiktionary.org/wiki/pozna%C5%82em
1986,ojcu,noun,,,,https://en.wiktionary.org/wiki/ojcu
1987,ostatnich,adjective,,,,https://en.wiktionary.org/wiki/ostatnich
1988,al,,,,,https://en.wiktionary.org/wiki/al
1989,wolność,,,,,https://en.wiktionary.org/wiki/wolno%C5%9B%C4%87
1990,łeb,,,,,https://en.wiktionary.org/wiki/%C5%82eb
1991,strzelaj,verb,,,,https://en.wiktionary.org/wiki/strzelaj
1992,myślał,,,,,https://en.wiktionary.org/wiki/my%C5%9Bla%C5%82
1993,zabiją,,,,,https://en.wiktionary.org/wiki/zabij%C4%85
1994,wychodzę,,,,,https://en.wiktionary.org/wiki/wychodz%C4%99
1995,posłuchać,,,,,https://en.wiktionary.org/wiki/pos%C5%82ucha%C4%87
1996,strzał,,,,,https://en.wiktionary.org/wiki/strza%C5%82
1997,kinomania,noun,cinephilia,,,https://en.wiktionary.org/wiki/kinomania
1998,utrzymać,,,,,https://en.wiktionary.org/wiki/utrzyma%C4%87
1999,cholerny,adjective,"bloody, damn",,,https://en.wiktionary.org/wiki/cholerny
2000,kasy,noun,,,,https://en.wiktionary.org/wiki/kasy
2001,potrzebują,,,,,https://en.wiktionary.org/wiki/potrzebuj%C4%85
2002,okolicy,noun,,,,https://en.wiktionary.org/wiki/okolicy
2003,wolności,,,,,https://en.wiktionary.org/wiki/wolno%C5%9Bci
2004,czułem,,,,,https://en.wiktionary.org/wiki/czu%C5%82em
2005,Carter,,,,,https://en.wiktionary.org/wiki/Carter
2006,Jones,,,,,https://en.wiktionary.org/wiki/Jones
2007,opowiedz,verb,,,,https://en.wiktionary.org/wiki/opowiedz
2008,łodzi,,,,,https://en.wiktionary.org/wiki/%C5%82odzi
2009,prosze,,,,,https://en.wiktionary.org/wiki/prosze
2010,czasów,,,,,https://en.wiktionary.org/wiki/czas%C3%B3w
2011,minęło,,,,,https://en.wiktionary.org/wiki/min%C4%99%C5%82o
2012,widziała,,,,,https://en.wiktionary.org/wiki/widzia%C5%82a
2013,północy,,,,,https://en.wiktionary.org/wiki/p%C3%B3%C5%82nocy
2014,ruchy,noun,,,,https://en.wiktionary.org/wiki/ruchy
2015,ku,preposition,"; to, toward",,,https://en.wiktionary.org/wiki/ku
2016,pokładzie,,,,,https://en.wiktionary.org/wiki/pok%C5%82adzie
2017,absolutnie,adverb,absolutely,,,https://en.wiktionary.org/wiki/absolutnie
2018,vegas,,,,,https://en.wiktionary.org/wiki/vegas
2019,małym,,,,,https://en.wiktionary.org/wiki/ma%C5%82ym
2020,cisza,noun,"silence, quiet, quietness",,,https://en.wiktionary.org/wiki/cisza
2021,klasy,noun,,,,https://en.wiktionary.org/wiki/klasy
2022,czekają,,,,,https://en.wiktionary.org/wiki/czekaj%C4%85
2023,pytasz,verb,,,,https://en.wiktionary.org/wiki/pytasz
2024,nos,noun,nose,,,https://en.wiktionary.org/wiki/nos
2025,przejmuj,verb,,,,https://en.wiktionary.org/wiki/przejmuj
2026,szlag,noun,stroke,,,https://en.wiktionary.org/wiki/szlag
2027,mamą,,,,,https://en.wiktionary.org/wiki/mam%C4%85
2028,wierzy,verb,,,,https://en.wiktionary.org/wiki/wierzy
2029,lepszego,adjective,,,,https://en.wiktionary.org/wiki/lepszego
2030,zabili,verb,,,,https://en.wiktionary.org/wiki/zabili
2031,okropne,adjective,,,,https://en.wiktionary.org/wiki/okropne
2032,śmiało,,,,,https://en.wiktionary.org/wiki/%C5%9Bmia%C5%82o
2033,sali,,,,,https://en.wiktionary.org/wiki/sali
2034,sprawdzę,,,,,https://en.wiktionary.org/wiki/sprawdz%C4%99
2035,następne,,,,,https://en.wiktionary.org/wiki/nast%C4%99pne
2036,powtarzam,verb,,,,https://en.wiktionary.org/wiki/powtarzam
2037,mieszkania,noun,,,,https://en.wiktionary.org/wiki/mieszkania
2038,bój,,,,,https://en.wiktionary.org/wiki/b%C3%B3j
2039,wraz,adverb,along,,,https://en.wiktionary.org/wiki/wraz
2040,pańska,,,,,https://en.wiktionary.org/wiki/pa%C5%84ska
2041,zmarł,,,,,https://en.wiktionary.org/wiki/zmar%C5%82
2042,czterech,,,,,https://en.wiktionary.org/wiki/czterech
2043,uczucia,noun,,,,https://en.wiktionary.org/wiki/uczucia
2044,czytać,,,,,https://en.wiktionary.org/wiki/czyta%C4%87
2045,podejdź,,,,,https://en.wiktionary.org/wiki/podejd%C5%BA
2046,uwierz,verb,,,,https://en.wiktionary.org/wiki/uwierz
2047,doceniam,verb,,,,https://en.wiktionary.org/wiki/doceniam
2048,warte,adjective,,,,https://en.wiktionary.org/wiki/warte
2049,czyżby,,,,,https://en.wiktionary.org/wiki/czy%C5%BCby
2050,pańskie,,,,,https://en.wiktionary.org/wiki/pa%C5%84skie
2051,zero,noun,,,,https://en.wiktionary.org/wiki/zero
2052,różnych,,,,,https://en.wiktionary.org/wiki/r%C3%B3%C5%BCnych
2053,zobaczyłem,,,,,https://en.wiktionary.org/wiki/zobaczy%C5%82em
2054,bomba,noun,bomb,,,https://en.wiktionary.org/wiki/bomba
2055,nowej,adjective,,,,https://en.wiktionary.org/wiki/nowej
2056,pamięć,,,,,https://en.wiktionary.org/wiki/pami%C4%99%C4%87
2057,taty,noun,,,,https://en.wiktionary.org/wiki/taty
2058,zastanawiam,verb,,,,https://en.wiktionary.org/wiki/zastanawiam
2059,klucze,noun,,,,https://en.wiktionary.org/wiki/klucze
2060,wróć,,,,,https://en.wiktionary.org/wiki/wr%C3%B3%C4%87
2061,rzeczą,,,,,https://en.wiktionary.org/wiki/rzecz%C4%85
2062,własny,,,,,https://en.wiktionary.org/wiki/w%C5%82asny
2063,przyjdę,,,,,https://en.wiktionary.org/wiki/przyjd%C4%99
2064,przypomina,verb,,,,https://en.wiktionary.org/wiki/przypomina
2065,danych,adjective,,,,https://en.wiktionary.org/wiki/danych
2066,tatuś,,,,,https://en.wiktionary.org/wiki/tatu%C5%9B
2067,przeszłości,,,,,https://en.wiktionary.org/wiki/przesz%C5%82o%C5%9Bci
2068,pochodzi,verb,,,,https://en.wiktionary.org/wiki/pochodzi
2069,zobaczy,verb,,,,https://en.wiktionary.org/wiki/zobaczy
2070,napisane,,,,,https://en.wiktionary.org/wiki/napisane
2071,mark,,,,,https://en.wiktionary.org/wiki/mark
2072,mężem,,,,,https://en.wiktionary.org/wiki/m%C4%99%C5%BCem
2073,drogą,,,,,https://en.wiktionary.org/wiki/drog%C4%85
2074,ubrania,noun,,,,https://en.wiktionary.org/wiki/ubrania
2075,akta,noun,dossier,,,https://en.wiktionary.org/wiki/akta
2076,widzimy,verb,,,,https://en.wiktionary.org/wiki/widzimy
2077,jakiejś,,,,,https://en.wiktionary.org/wiki/jakiej%C5%9B
2078,brian,,,,,https://en.wiktionary.org/wiki/brian
2079,żadne,,,,,https://en.wiktionary.org/wiki/%C5%BCadne
2080,ufać,,,,,https://en.wiktionary.org/wiki/ufa%C4%87
2081,najważniejsze,,,,,https://en.wiktionary.org/wiki/najwa%C5%BCniejsze
2082,doczekać,,,,,https://en.wiktionary.org/wiki/doczeka%C4%87
2083,sklepu,noun,,,,https://en.wiktionary.org/wiki/sklepu
2084,szczególnie,,,,,https://en.wiktionary.org/wiki/szczeg%C3%B3lnie
2085,północ,,,,,https://en.wiktionary.org/wiki/p%C3%B3%C5%82noc
2086,zostawię,,,,,https://en.wiktionary.org/wiki/zostawi%C4%99
2087,hatak,,,,,https://en.wiktionary.org/wiki/hatak
2088,bazy,noun,,,,https://en.wiktionary.org/wiki/bazy
2089,podróży,,,,,https://en.wiktionary.org/wiki/podr%C3%B3%C5%BCy
2090,ręki,,,,,https://en.wiktionary.org/wiki/r%C4%99ki
2091,prezydencie,noun,,,,https://en.wiktionary.org/wiki/prezydencie
2092,spytać,,,,,https://en.wiktionary.org/wiki/spyta%C4%87
2093,Chicago,,,,,https://en.wiktionary.org/wiki/Chicago
2094,piątek,,,,,https://en.wiktionary.org/wiki/pi%C4%85tek
2095,Charles,,,,,https://en.wiktionary.org/wiki/Charles
2096,decyzja,noun,decision,,,https://en.wiktionary.org/wiki/decyzja
2097,potrzebna,adjective,,,,https://en.wiktionary.org/wiki/potrzebna
2098,ocalić,,,,,https://en.wiktionary.org/wiki/ocali%C4%87
2099,lewej,adjective,,,,https://en.wiktionary.org/wiki/lewej
2100,pojechać,,,,,https://en.wiktionary.org/wiki/pojecha%C4%87
2101,obie,numeral,,,,https://en.wiktionary.org/wiki/obie
2102,Rose,,,,,https://en.wiktionary.org/wiki/Rose
2103,Amy,,,,,https://en.wiktionary.org/wiki/Amy
2104,dopasowane,,,,,https://en.wiktionary.org/wiki/dopasowane
2105,pić,,,,,https://en.wiktionary.org/wiki/pi%C4%87
2106,mojemu,pronoun,,,,https://en.wiktionary.org/wiki/mojemu
2107,zmęczony,,,,,https://en.wiktionary.org/wiki/zm%C4%99czony
2108,wchodzi,verb,,,,https://en.wiktionary.org/wiki/wchodzi
2109,randkę,,,,,https://en.wiktionary.org/wiki/randk%C4%99
2110,grupy,noun,,,,https://en.wiktionary.org/wiki/grupy
2111,pieprz,noun,pepper,,,https://en.wiktionary.org/wiki/pieprz
2112,waszych,pronoun,,,,https://en.wiktionary.org/wiki/waszych
2113,potrwa,verb,,,,https://en.wiktionary.org/wiki/potrwa
2114,bezpieczny,adjective,"safe, secure",,,https://en.wiktionary.org/wiki/bezpieczny
2115,gorąco,,,,,https://en.wiktionary.org/wiki/gor%C4%85co
2116,stracił,,,,,https://en.wiktionary.org/wiki/straci%C5%82
2117,miecz,noun,sword,,,https://en.wiktionary.org/wiki/miecz
2118,pamięta,,,,,https://en.wiktionary.org/wiki/pami%C4%99ta
2119,łatwe,,,,,https://en.wiktionary.org/wiki/%C5%82atwe
2120,siłę,,,,,https://en.wiktionary.org/wiki/si%C5%82%C4%99
2121,zaczniemy,verb,,,,https://en.wiktionary.org/wiki/zaczniemy
2122,wyjdziesz,verb,,,,https://en.wiktionary.org/wiki/wyjdziesz
2123,własnym,,,,,https://en.wiktionary.org/wiki/w%C5%82asnym
2124,pospiesz,verb,,,,https://en.wiktionary.org/wiki/pospiesz
2125,słyszeć,,,,,https://en.wiktionary.org/wiki/s%C5%82ysze%C4%87
2126,śpi,,,,,https://en.wiktionary.org/wiki/%C5%9Bpi
2127,zbliża,,,,,https://en.wiktionary.org/wiki/zbli%C5%BCa
2128,czekamy,verb,,,,https://en.wiktionary.org/wiki/czekamy
2129,kieszeni,noun,,,,https://en.wiktionary.org/wiki/kieszeni
2130,świąt,,,,,https://en.wiktionary.org/wiki/%C5%9Bwi%C4%85t
2131,stóp,,,,,https://en.wiktionary.org/wiki/st%C3%B3p
2132,zdarza,verb,,,,https://en.wiktionary.org/wiki/zdarza
2133,nogę,,,,,https://en.wiktionary.org/wiki/nog%C4%99
2134,generał,,,,,https://en.wiktionary.org/wiki/genera%C5%82
2135,żołnierzy,,,,,https://en.wiktionary.org/wiki/%C5%BCo%C5%82nierzy
2136,przeszkadza,verb,,,,https://en.wiktionary.org/wiki/przeszkadza
2137,zajmuje,verb,,,,https://en.wiktionary.org/wiki/zajmuje
2138,sprzęt,,,,,https://en.wiktionary.org/wiki/sprz%C4%99t
